UID,Site ID,State,Date Collected,Chlorophyll A,Dissolved Inorganic Nitrogen,Ammonia,Nitrate/Nitrite,Total Nitrogen,Total Phosphorus,Dissolved Inorganic Phosphate,Waterbody Name,NCCR Region,EPA Region,Province,NCA Region,Latitude,Longitude
1059,NCCAGL10-GLBA10-104,MI,7/30/2010,0.64,0.322,0.004,0.318,0.418125,0.00384625,0.005,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.43539,-84.5755
1060,NCCAGL10-GLBA10-103,MI,8/4/2010,4.7,0.006,0.002,0.004,0.325,0.007148125,0.004,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.82599,-86.56874
1061,NCCAGL10-GLBA10-099,MI,7/26/2010,2.8,0.015,0.001,0.014,0.3775,0.00345375,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.70106,-86.93908
1062,NCCAGL10-GLBA10-096,OH,7/26/2010,7.83,1.17,0.09,1.08,1.478,0.05188625,0.024,Lake Erie,Great Lakes,5,Great Lakes Province,Great Lakes,41.50221,-81.71569
1063,NCCAGL10-GLBA10-094,WI,8/21/2010,1.98,0.054,0.003,0.051,0.35125,0.00908,0.003,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.22775,-87.02466
1064,NCCAGL10-GLBA10-092,PA,7/19/2010,6.64,0.172,0.004,0.168,0.4425,0.0123475,0.005,Lake Erie,Great Lakes,3,Great Lakes Province,Great Lakes,42.16513,-80.05906
1065,NCCAGL10-GLBA10-009,WI,8/18/2010,6.3,0.032,0.003,0.029,0.4475,0.01990125,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,44.875823,-87.41163
1066,NCCAGL10-GLBA10-013,MI,8/3/2010,0.31,0.309,0.003,0.306,0.4975,0.0,0.003,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.8344,-87.6936
1067,NCCAGL10-GLBA10-016,PA,7/20/2010,23.06,0.002,0.002,0.0,0.5375,0.04209625,0.005,Lake Erie,Great Lakes,3,Great Lakes Province,Great Lakes,42.1452,-80.09672
1068,NCCAGL10-GLBA10-019,MI,7/11/2010,0.27,0.223,0.012,0.211,0.35375,0.002335,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.74033,-86.51275
1069,NCCAGL10-GLBA10-020,MI,7/23/2010,0.39,0.205,0.006,0.199,0.34125,0.002295,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.98713,-84.44585
1070,NCCAGL10-GLBA10-021,NY,6/12/2010,0.56,0.078,0.008,0.07,0.27625,0.00747125,0.001,Lake Ontario,Great Lakes,2,Great Lakes Province,Great Lakes,44.05998,-76.17014
1071,NCCAGL10-GLBA10-024,MI,7/31/2010,1.81,0.136,0.007,0.129,0.321875,0.00992125,0.005,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.42014,-84.58977
1072,NCCAGL10-GLBA10-025,WI,8/19/2010,5.08,0.029,0.006,0.023,0.44125,0.01898125,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,44.89305,-87.40336
1073,NCCAGL10-GLBA10-026,MI,7/10/2010,0.32,0.149,0.014,0.135,0.30125,0.0,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,46.05322,-85.17321
1074,NCCAGL10-GLBA10-027,MI,7/15/2010,2.12,0.12,0.008,0.112,0.38875,0.00958125,0.006,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.74697,-87.01088
1075,NCCAGL10-GLBA10-030,MI,7/8/2010,0.86,0.16,0.01,0.15,0.33125,0.0027625,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.74917,-84.80888
1076,NCCAGL10-GLBA10-033,NY,6/13/2010,1.43,0.208,0.008,0.2,0.375,0.00971,0.002,Lake Ontario,Great Lakes,2,Great Lakes Province,Great Lakes,44.00631,-76.16933
1077,NCCAGL10-GLBA10-035,MI,8/1/2010,3.4,0.027,0.003,0.024,0.301875,0.00657625,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.82647,-86.62693
1078,NCCAGL10-GLBA10-040,MI,7/29/2010,56.71,0.416,0.01,0.406,1.473,0.20108875,0.056,Lake Erie,Great Lakes,5,Great Lakes Province,Great Lakes,41.74422,-83.46508
1079,NCCAGL10-GLBA10-049,NY,6/10/2010,,0.377,0.038,0.339,0.60375,0.03761,0.015,Lake Ontario,Great Lakes,2,Great Lakes Province,Great Lakes,43.99834,-76.07786
1080,NCCAGL10-GLBA10-051,MI,7/25/2010,2.73,0.031,0.007,0.024,0.32,0.00475125,0.004,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.83219,-86.59232
1081,NCCAGL10-GLBA10-052,MI,7/28/2010,0.92,0.276,0.007,0.269,0.4225,0.0064975,0.005,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.44857,-84.46534
1082,NCCAGL10-GLBA10-055,MI,7/29/2010,2.39,0.082,0.024,0.058,0.58875,0.0129925,0.006,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.90137,-86.95504
1083,NCCAGL10-GLBA10-056,IN,8/12/2010,0.96,0.233,0.004,0.229,0.44125,0.0041425,0.004,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,41.71646,-87.50558
1084,NCCAGL10-GLBA10-060,PA,7/17/2010,7.88,0.255,0.016,0.239,0.58,0.0230325,0.005,Lake Erie,Great Lakes,3,Great Lakes Province,Great Lakes,42.14971,-80.05658
1085,NCCAGL10-GLBA10-062,WI,8/22/2010,1.78,0.127,0.024,0.103,0.39875,0.00915,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.20041,-87.03706
1086,NCCAGL10-GLBA10-063,MI,7/26/2010,5.13,0.01,0.004,0.006,0.5725,0.0506125,0.016,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.97569,-83.92755
1087,NCCAGL10-GLBA10-064,OH,7/28/2010,15.04,0.003,0.003,0.0,0.55625,0.03003875,0.005,Lake Erie,Great Lakes,5,Great Lakes Province,Great Lakes,41.54293,-82.7985
1088,NCCAGL10-GLBA10-065,NY,6/17/2010,11.8,0.012,0.012,0.0,0.56625,0.0421575,0.007,Lake Ontario,Great Lakes,2,Great Lakes Province,Great Lakes,43.67365,-76.18964
1089,NCCAGL10-GLBA10-067,MI,7/23/2010,2.56,0.011,0.002,0.009,0.28375,0.0047675,0.004,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.78947,-86.59959
1090,NCCAGL10-GLBA10-068,MI,7/23/2010,0.98,0.207,0.011,0.196,0.355,0.0049475,0.004,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.99139,-84.51332
1091,NCCAGL10-GLBA10-069,NY,6/16/2010,2.38,0.245,0.01,0.235,0.44125,0.0057575,0.002,Lake Ontario,Great Lakes,2,Great Lakes Province,Great Lakes,43.8591,-76.20858
1092,NCCAGL10-GLBA10-071,MI,8/5/2010,2.42,0.006,0.002,0.004,0.325,0.008235625,0.008,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.84667,-86.76305
1093,NCCAGL10-GLBA10-072,OH,7/29/2010,31.79,0.746,0.014,0.732,1.568,0.16977875,0.063,Lake Erie,Great Lakes,5,Great Lakes Province,Great Lakes,41.71784,-83.46724
1094,NCCAGL10-GLBA10-073,WI,8/20/2010,1.99,0.009,0.009,0.0,0.505,0.0159,0.002,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,44.87799,-87.43114
1095,NCCAGL10-GLBA10-081,NY,6/11/2010,0.45,0.149,0.011,0.138,0.32,0.00645125,0.002,Lake Ontario,Great Lakes,2,Great Lakes Province,Great Lakes,44.02843,-76.1233
1096,NCCAGL10-GLBA10-083,MI,7/31/2010,3.16,0.013,0.005,0.008,0.396875,0.009785,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.882566,-86.58566
1097,NCCAGL10-GLBA10-086,WI,8/17/2010,22.04,0.444,0.001,0.443,0.91,0.03137875,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,43.02824,-87.89368
1098,NCCAGL10-GLBA10-087,MI,7/27/2010,1.93,0.002,0.002,0.0,0.43875,0.011785,0.006,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.80915,-86.99139
1099,NCCAGL10-GLBA10-088,IN,8/15/2010,1.17,0.995,0.044,0.951,1.275,0.0285975,0.015,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,41.67654,-87.44059
1100,NCCAGL10-GLBA10-011,MI,7/14/2010,2.23,0.106,0.005,0.101,0.38625,0.0082075,0.006,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.75992,-87.01411
1101,NCCAGL10-GLBA10-008,MI,7/30/2010,0.6,0.313,0.004,0.309,0.409375,0.00243625,0.004,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.45802,-84.5455
1102,NCCAGL10-GLBA10-007,MI,8/1/2010,3.32,0.003,0.003,0.0,0.339375,0.00857625,0.004,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.87329,-86.56236
1103,NCCAGL10-GLBA10-004,MI,7/24/2010,0.58,0.23,0.01,0.22,0.37125,0.0,0.004,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.97327,-84.4953
1119,NCCAGL10-1177,OH,9/1/2010,6.93,0.066,0.001,0.065,0.3675,0.01288875,0.003,Lake Erie,Great Lakes,5,Great Lakes Province,Great Lakes,41.522348,-81.721833
1121,NCCAGL10-NPS09-097,IN,8/10/2010,2.13,0.257,0.001,0.256,0.4375,0.004226,0.013,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,41.71136,-87.05147
1122,NCCAGL10-NPS09-096,IN,8/9/2010,1.32,0.252,0.002,0.25,0.42125,0.00343375,0.008,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,41.6696,-87.18058
1124,NCCAGL10-NPS09-042,MI,8/1/2010,0.35621,0.324,0.004,0.32,0.421875,0.0,0.003,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.5508,-86.43687
1125,NCCAGL10-NPS09-033,IN,8/11/2010,1.44,0.268,0.005,0.263,0.485,0.00521,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,41.69953,-86.96397
1126,NCCAGL10-NPS09-026,MI,8/1/2010,,0.322,0.003,0.319,0.419375,0.0,0.003,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.60829,-86.28996
1129,NCCA10-1337,LA,8/15/2010,24.58,0.037,0.016,0.021,0.9125,0.17061625,0.095,Black Bay,Gulf,6,Louisianian Province,Gulf Coast,29.63166,-89.5757
1136,NCCAGL10-GLBA10-095,MI,7/27/2010,1.05,0.048,0.005,0.043,0.33375,0.01187,0.009,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.98619,-84.32882
1138,NCCA10-2277,WA,9/15/2010,1.74,0.023,0.012,0.011,0.17125,0.05163125,0.042,Willapa Bay,West,10,Columbian Province,West Coast,46.552425,-124.005375
1139,NCCA10-2274,WA,9/2/2010,2.59,0.101,0.024,0.077,0.61,0.06314125,0.046,Grays Harbor,West,10,Columbian Province,West Coast,46.868477,-124.07468
1140,NCCA10-2273,WA,8/31/2010,4.54,0.191,0.039,0.152,0.363,0.04637,0.042,Grays Harbor,West,10,Columbian Province,West Coast,46.96043,-123.830843
1141,NCCA10-2265,WA,8/26/2010,10.25,0.021,0.006,0.015,0.355,0.073755,0.037,Willapa Bay,West,10,Columbian Province,West Coast,46.649888,-123.992147
1142,NCCA10-2262,WA,9/10/2010,5.93,0.084,0.042,0.042,0.3675,0.07255625,0.042,Willapa Bay,West,10,Columbian Province,West Coast,46.69685,-123.878515
1143,NCCA10-2260,WA,9/9/2010,2.86,0.039,0.027,0.012,0.37375,0.0986725,0.061,Willapa Bay,West,10,Columbian Province,West Coast,46.386473,-123.960328
1144,NCCA10-2257,WA,8/9/2010,10.15,0.089,0.022,0.067,0.4425,0.06353875,0.042,Grays Harbor,West,10,Columbian Province,West Coast,46.932242,-124.080025
1145,NCCA10-2255,WA,8/17/2010,10.34,0.143,0.009,0.134,0.41375,0.06721375,0.037,Makah Bay,West,10,Columbian Province,West Coast,48.330323,-124.675805
1146,NCCA10-2233,WA,8/20/2010,8.43,0.124,0.015,0.109,0.515,0.07329875,0.049,Cormorant Passage,West,10,Columbian Province,West Coast,47.19588,-122.643767
1147,NCCA10-2229,WA,8/13/2010,8.72,0.084,0.026,0.058,0.36375,0.0889825,0.075,Hammersley Inlet,West,10,Columbian Province,West Coast,47.200787,-122.987485
1148,NCCA10-1291,WA,9/20/2010,3.93,0.167,0.074,0.093,0.3525,0.05297625,0.042,Grays Harbor,West,10,Columbian Province,West Coast,46.975758,-123.975467
1149,NCCA10-1286,WA,8/24/2010,3.65,0.019,0.006,0.013,0.25,0.07371125,0.05,Willapa Bay,West,10,Columbian Province,West Coast,46.40494,-123.988112
1150,NCCA10-1284,WA,9/16/2010,3.25,0.047,0.029,0.018,,,0.052,Willapa Bay,West,10,Columbian Province,West Coast,46.476017,-123.9487
1151,NCCA10-1279,WA,8/30/2010,8.11,0.113,0.035,0.078,0.41,0.06235875,0.026,Grays Harbor,West,10,Columbian Province,West Coast,46.946417,-123.993285
1152,NCCA10-1271,WA,9/1/2010,0.75,0.021,0.008,0.013,0.34375,0.05671,0.02,Grays Harbor,West,10,Columbian Province,West Coast,46.946258,-123.866795
1153,NCCA10-1272,WA,8/23/2010,3.85,0.023,0.01,0.013,0.2875,0.070885,0.051,Willapa Bay,West,10,Columbian Province,West Coast,46.508112,-124.000532
1154,NCCA10-1268,WA,8/23/2010,6.7,0.024,0.012,0.012,0.325,0.0639025,0.04,Willapa Bay,West,10,Columbian Province,West Coast,46.567872,-123.942372
1155,NCCA10-1267,WA,8/9/2010,4.8,0.266,0.025,0.241,0.55625,0.07223625,0.059,Grays Harbor,West,10,Columbian Province,West Coast,46.917845,-124.093597
1156,NCCA10-1264,WA,9/8/2010,4.0,0.039,0.025,0.014,0.38625,0.09933125,0.055,Willapa Bay,West,10,Columbian Province,West Coast,46.44345,-123.943328
1157,NCCA10-1263,WA,8/30/2010,6.47,0.142,0.015,0.127,0.3975,0.0716075,0.046,Grays Harbor,West,10,Columbian Province,West Coast,46.957302,-124.065313
1158,NCCA10-1260,WA,8/25/2010,9.66,0.028,0.008,0.02,0.39625,0.0724175,0.035,Willapa Bay,West,10,Columbian Province,West Coast,46.628205,-123.992637
1159,NCCA10-1256,WA,8/25/2010,9.78,0.024,0.01,0.014,0.34125,0.07432,0.04,Palix River,West,10,Columbian Province,West Coast,46.622697,-123.944488
1160,NCCA10-1255,WA,8/9/2010,9.06,0.171,0.009,0.162,0.49375,0.06434875,0.051,Grays Harbor,West,10,Columbian Province,West Coast,46.915765,-124.052255
1161,NCCA10-1249,WA,8/18/2010,12.36,0.011,0.002,0.009,0.28,0.076725,0.033,Skagit Bay,West,10,Columbian Province,West Coast,48.31846,-122.441418
1162,NCCA10-1242,WA,9/14/2010,1.79,0.234,0.028,0.206,0.42,0.069223,0.076,Puget Sound,West,10,Columbian Province,West Coast,47.549417,-122.398753
1163,NCCA10-1238,WA,8/16/2010,0.58,0.374,0.018,0.356,0.58625,0.0761825,0.078,Strait of Juan de Fuca,West,10,Columbian Province,West Coast,48.124973,-123.372155
1165,NCCA10-1224,WA,8/13/2010,10.15,0.062,0.022,0.04,0.39,0.0936975,0.076,Hammersley Inlet,West,10,Columbian Province,West Coast,47.197092,-122.98484
1172,NCCA10-1307,LA,7/30/2010,29.7856,0.426,0.034,0.392,1.075,0.1765725,0.081,Vermilion Bay,Gulf,6,Louisianian Province,Gulf Coast,29.61327,-91.99707
1174,NCCA10-1308,LA,7/28/2010,8.49,0.731,0.035,0.696,1.15375,0.14318625,0.079,West Cote Blanche Bay,Gulf,6,Louisianian Province,Gulf Coast,29.6486,-91.83152
1176,NCCA10-1310,LA,8/26/2010,25.16,0.23,0.004,0.226,0.9425,0.174685,0.099,East Cote Blanche Bay,Gulf,6,Louisianian Province,Gulf Coast,29.60912,-91.61136
1177,NCCA10-1311,LA,8/26/2010,17.14,0.928,0.004,0.924,1.278,0.1587525,0.123,Atchafalaya Bay,Gulf,6,Louisianian Province,Gulf Coast,29.44221,-91.71342
1178,NCCA10-1312,LA,8/30/2010,8.1,1.426,0.038,1.388,1.458,0.1795775,0.146,East Cote Blanche Bay,Gulf,6,Louisianian Province,Gulf Coast,29.51735,-91.60189
1179,NCCA10-1313,LA,7/28/2010,23.22,0.687,0.039,0.648,1.318,0.16047875,0.075,West Cote Blanche Bay,Gulf,6,Louisianian Province,Gulf Coast,29.63035,-91.67409
1181,NCCA10-1316,LA,8/30/2010,8.02,0.883,0.084,0.799,1.263,0.16820625,0.142,Atchafalaya Bay,Gulf,6,Louisianian Province,Gulf Coast,29.39505,-91.52727
1182,NCCA10-1318,LA,8/31/2010,14.26,0.699,0.091,0.608,1.313,0.172325,0.101,West Cote Blanche Bay,Gulf,6,Louisianian Province,Gulf Coast,29.74029,-91.70076
1183,NCCA10-1320,LA,8/31/2010,9.84,0.637,0.077,0.56,1.12,0.1681325,0.097,West Cote Blanche Bay,Gulf,6,Louisianian Province,Gulf Coast,29.6958,-91.63585
1184,NCCA10-1325,LA,8/24/2010,56.99,0.004,0.004,0.0,1.328,0.22286375,0.059,Lake Palourde,Gulf,6,Louisianian Province,Gulf Coast,29.71417,-91.14524
1187,NCCA10-1338,LA,8/31/2010,15.08,0.968,0.1,0.868,1.468,0.24187875,0.195,California Bay,Gulf,6,Louisianian Province,Gulf Coast,29.49442,-89.56693
1189,NCCA10-1339,LA,8/20/2010,21.89,0.01,0.003,0.007,0.79,0.1316575,0.063,Chandeleur Sound,Gulf,6,Louisianian Province,Gulf Coast,30.0258,-89.19952
1190,NCCA10-1340,LA,8/23/2010,9.98,0.017,0.008,0.009,0.525,0.0976775,0.047,Chandeleur Sound,Gulf,6,Louisianian Province,Gulf Coast,29.90477,-89.04237
1191,NCCA10-1341,LA,8/31/2010,17.57,0.294,0.098,0.196,1.0425,0.23416,0.141,Bay Gardene,Gulf,6,Louisianian Province,Gulf Coast,29.58615,-89.62153
1192,NCCA10-1342,LA,9/9/2010,14.14,1.34,0.004,1.336,1.678,0.21988,0.164,Breton Sound,Gulf,6,Louisianian Province,Gulf Coast,29.42,-89.31945
1193,NCCA10-1343,LA,9/2/2010,9.08,0.004,0.004,0.0,0.52375,0.048795,0.006,Breton Sound,Gulf,6,Louisianian Province,Gulf Coast,29.64162,-89.16335
1194,NCCA10-1345,LA,9/2/2010,29.12,0.102,0.005,0.097,0.8275,0.13369,0.048,Breton Sound,Gulf,6,Louisianian Province,Gulf Coast,29.63437,-89.22492
1195,NCCA10-1346,LA,8/22/2010,23.73,0.018,0.011,0.007,0.99875,0.175295,0.072,Chandeleur Sound,Gulf,6,Louisianian Province,Gulf Coast,29.95011,-89.20434
1196,NCCA10-1347,LA,9/9/2010,3.93,0.017,0.008,0.009,0.38625,0.03325375,0.007,Breton Sound,Gulf,6,Louisianian Province,Gulf Coast,29.57661,-89.06656
1197,NCCA10-1349,LA,9/8/2010,52.37,0.731,0.007,0.724,1.545,0.21602625,0.094,Breton Sound,Gulf,6,Louisianian Province,Gulf Coast,29.55601,-89.45971
1198,NCCA10-1350,LA,8/5/2010,16.24,0.009,0.005,0.004,0.7625,0.110208,0.049,False Mouth Bay,Gulf,6,Louisianian Province,Gulf Coast,30.00105,-89.44503
1199,NCCA10-1352,LA,9/15/2010,5.44,0.025,0.009,0.016,0.3475,0.03303875,0.019,Chandeleur Sound,Gulf,6,Louisianian Province,Gulf Coast,30.06253,-89.91509
1200,NCCA10-1353,LA,8/23/2010,22.91,0.011,0.007,0.004,0.89,0.16447125,0.061,Chandeleur Sound,Gulf,6,Louisianian Province,Gulf Coast,29.9681,-89.15675
1201,NCCA10-1354,LA,9/8/2010,44.6,0.91,0.004,0.906,1.58,0.22740625,0.13,Breton Sound,Gulf,6,Louisianian Province,Gulf Coast,29.51661,-89.44053
1202,NCCA10-1355,LA,8/25/2010,7.3,0.014,0.004,0.01,0.47375,0.063845,0.018,Chandeleur Sound,Gulf,6,Louisianian Province,Gulf Coast,29.83335,-88.98206
1203,NCCA10-1356,LA,8/20/2010,20.66,0.011,0.003,0.008,0.805,0.1344775,0.061,Chandeleur Sound,Gulf,6,Louisianian Province,Gulf Coast,30.02456,-89.17995
1204,NCCA10-1357,LA,8/24/2010,24.34,0.006,0.006,0.0,0.87125,0.203495,0.096,Lake Athanasio,Gulf,6,Louisianian Province,Gulf Coast,29.75724,-89.45708
1205,NCCA10-1360,LA,8/15/2010,42.96,0.014,0.007,0.007,1.393,0.23800375,0.083,Lake Calebasse,Gulf,6,Louisianian Province,Gulf Coast,29.68909,-89.53825
1206,NCCA10-1361,LA,8/25/2010,7.37,0.017,0.005,0.012,0.4725,0.05700375,0.009,Chandeleur Sound,Gulf,6,Louisianian Province,Gulf Coast,29.96596,-88.84855
1207,NCCA10-1364,TX,9/14/2010,3.74,0.019,0.008,0.011,0.545,0.0423275,0.026,Corpus Christi Bay,Gulf,6,Louisianian Province,Gulf Coast,27.79519,-97.20773
1208,NCCA10-1368,TX,9/12/2010,5.54,0.019,0.007,0.012,0.5625,0.04704875,0.024,Corpus Christi Bay,Gulf,6,Louisianian Province,Gulf Coast,27.72806,-97.27612
1209,NCCA10-1372,TX,9/14/2010,4.93,0.007,0.007,0.0,0.49875,0.04857125,0.026,Corpus Christi Bay,Gulf,6,Louisianian Province,Gulf Coast,27.82615,-97.30511
1210,NCCA10-1376,TX,9/12/2010,4.66,0.021,0.008,0.013,0.6575,0.03000625,0.017,Corpus Christi Bay,Gulf,6,Louisianian Province,Gulf Coast,27.73813,-97.20802
1211,NCCA10-1379,TX,9/13/2010,12.17,0.009,0.009,0.0,0.81625,0.16107125,0.115,Nueches Bay,Gulf,6,Louisianian Province,Gulf Coast,27.84377,-97.46772
1212,NCCA10-1394,TX,8/24/2010,17.23,0.007,0.007,0.0,0.975,0.21877625,0.139,Carancahua Bay,Gulf,6,Louisianian Province,Gulf Coast,28.7222,-96.39633
1213,NCCA10-1395,TX,8/23/2010,10.02,0.025,0.01,0.015,0.4525,0.06495,0.029,Matagorda Bay,Gulf,6,Louisianian Province,Gulf Coast,28.53614,-96.33856
1214,NCCA10-1396,TX,8/25/2010,12.58,0.006,0.006,0.0,0.7925,0.1304875,0.084,Lavaca Bay,Gulf,6,Louisianian Province,Gulf Coast,28.65399,-96.5967
1215,NCCA10-1399,TX,8/24/2010,14.41,0.009,0.006,0.003,0.7525,0.14412,0.088,Carancahua Bay,Gulf,6,Louisianian Province,Gulf Coast,28.63604,-96.38247
1216,NCCA10-1400,TX,8/23/2010,11.63,0.023,0.01,0.013,0.55375,0.08171,0.039,Matagorda Bay,Gulf,6,Louisianian Province,Gulf Coast,28.5611,-96.41113
1219,NCCA10-1405,LA,8/22/2010,60.35,0.319,0.007,0.312,1.248,0.22605125,0.045,Pass A Loutre,Gulf,6,Louisianian Province,Gulf Coast,29.172,-89.00896
1223,NCCA10-1410,LA,8/23/2010,3.07,2.201,0.003,2.198,2.093,0.25604375,0.16,South Pass,Gulf,6,Louisianian Province,Gulf Coast,29.06714,-89.20863
1225,NCCA10-1447,LA,8/8/2010,9.45,0.01,0.006,0.004,0.56625,0.132206,0.083,Lake Borgne,Gulf,6,Louisianian Province,Gulf Coast,29.98941,-89.79566
1227,NCCA10-1470,LA,8/8/2010,8.53,0.008,0.004,0.004,0.4675,0.12175625,0.088,Lake Borgne,Gulf,6,Louisianian Province,Gulf Coast,30.00901,-89.76583
1228,NCCA10-1472,LA,8/25/2010,6.38,0.001,0.001,0.0,0.495,0.0413525,0.015,White Lake,Gulf,6,Louisianian Province,Gulf Coast,29.75529,-92.43425
1230,NCCA10-1473,LA,8/17/2010,18.82,0.015,0.006,0.009,0.71375,0.1346625,0.069,Calcasieu Lake,Gulf,6,Louisianian Province,Gulf Coast,29.89221,-93.28117
1232,NCCA10-1480,LA,8/16/2010,12.27,0.075,0.005,0.07,0.51875,0.07862125,0.034,Sabine Pass,Gulf,6,Louisianian Province,Gulf Coast,29.70889,-93.84978
1233,NCCA10-1483,LA,9/2/2010,20.11,0.005,0.005,0.0,0.6475,0.12869,0.037,Calcasieu Lake,Gulf,6,Louisianian Province,Gulf Coast,29.96371,-93.3261
1235,NCCA10-1493,VA,7/21/2010,10.8,0.012,0.012,0.002,0.386,0.0413,0.008,Pocomoke Sound,Northeast,3,Virginian Province,East Coast,37.38193,-76.01057
1236,NCCA10-1497,VA,7/22/2010,18.9,0.014,0.014,0.002,0.533,0.0437,0.006,Milford Haven,Northeast,3,Virginian Province,East Coast,37.625233,-76.206816
1237,NCCA10-1500,VA,7/22/2010,11.2,0.011,0.011,0.002,0.475,0.0404,0.005,Potomac River,Northeast,3,Virginian Province,East Coast,37.678733,-76.262283
1238,NCCA10-1511,VA,7/22/2010,7.24,0.036,0.03,0.006,0.37,0.0462,0.008,Pocomoke Sound,Northeast,3,Virginian Province,East Coast,37.62025,-76.079017
1239,NCCA10-1524,VA,7/20/2010,6.78,0.022,0.022,0.003,0.295,0.0565,0.012,Pocomoke Sound,Northeast,3,Virginian Province,East Coast,37.115433,-76.0191
1240,NCCA10-1526,VA,7/21/2010,10.6,0.016,0.012,0.004,0.418,0.0526,0.006,Milford Haven,Northeast,3,Virginian Province,East Coast,37.44345,-76.23973
1241,NCCA10-1533,VA,7/20/2010,8.19,0.012,0.012,0.003,0.364,0.063,0.008,Pocomoke Sound,Northeast,3,Virginian Province,East Coast,37.2386,-76.0435
1242,NCCA10-1537,NJ,8/17/2010,5.31,1.42,0.064,1.356,1.44,0.05186375,0.008,Maurice River,Northeast,2,Virginian Province,East Coast,39.38459,-75.03736
1245,NCCA10-1538,NJ,9/15/2010,8.55,0.197,0.048,0.149,0.6075,0.0694525,0.042,Delaware Bay,Northeast,2,Virginian Province,East Coast,39.112483,-75.190416
1247,NCCA10-1540,DE,9/20/2010,7.11,1.536,0.004,1.532,1.685,0.15322125,0.099,Delaware River,Northeast,3,Virginian Province,East Coast,39.62496,-75.60332
1248,NCCA10-1541,DE,8/30/2010,13.12,0.58,0.005,0.575,0.98,0.10636375,0.076,Delaware Bay,Northeast,3,Virginian Province,East Coast,39.20257,-75.35731
1249,NCCA10-1543,DE,9/2/2010,13.33,0.017,0.006,0.011,0.60875,0.07488,0.021,Delaware Bay,Northeast,3,Virginian Province,East Coast,39.00145,-75.25857
1251,NCCA10-1637,VA,9/16/2010,6.05,0.017,0.008,0.009,0.379,0.125,0.027,Hog Island Bay,Northeast,3,Virginian Province,East Coast,37.36502,-75.72402
1252,NCCA10-2312,LA,8/26/2010,5.01,1.097,0.069,1.028,1.468,0.19619625,0.153,Atchafalaya Bay,Gulf,6,Louisianian Province,Gulf Coast,29.44835,-91.49261
1253,NCCA10-2315,LA,9/1/2010,19.82,1.219,0.003,1.216,1.493,0.2145775,0.139,West Cote Blanche Bay,Gulf,6,Louisianian Province,Gulf Coast,29.66507,-91.82661
1261,NCCA10-2224,WA,9/15/2010,11.03,0.069,0.011,0.058,0.51125,0.11529625,0.029,Baker Bay,West,10,Columbian Province,West Coast,46.30883,-124.01769
1263,NCCA10-1214,WA,7/13/2010,2.54,0.151,0.028,0.123,0.32375,0.04756125,0.034,Baker Bay,West,10,Columbian Province,West Coast,46.30109,-124.04212
